path,key,segment_key,TRANSCRIPT,duration,start_time,end_time,long,ready
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004093.mp3,4:93,4:93_s2, عَظِيمًا  ترجمة  نانسي  قنقر,2.659999999999999,29.34,32.0,1,0
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004094.mp3,4:94,4:94_s1, يَا  أَيُّهَا  الَّذِينَ  آمَنُوا  إِذَا  ضَرَبْتُمْ  فِي  سَبِيلِ  اللَّهِ  فَتَبَيَّنُوا  وَلَا  تَقُولُوا  لِمَنْ  أَلْقَىٰ  إِلَيْكُمُ  السَّلَامَ  لَسْتَ  مُؤْمِنًا  تَبْتَغُونَ  عَرَضَ  الْحَيَاةِ  الدُّنْيَا  تَبَتَغُونَ  عَرَضَ  الْحَيَاةِ,29.14,0.0,29.14,1,0
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004094.mp3,4:94,4:94_s2, الدُّنْيَا  فَعِندَ  اللَّهِ  مَغَانِمُ  كَثِيرًا  كَذَلِكَ  كُنْتُمْ  مِنْ  قَبْلُ  فَمَنَّ  اللَّهُ  عَلَيْكُمْ  فَتَبَيَّنُوا  إِنَّ  اللَّهَ  كَانَ  بِمَا  تَعْمَلُونَ  خَبِيرًا,23.020000000000003,29.04,52.06,1,0
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004095.mp3,4:95,4:95_s1,لَّا يَسْتَوِي الْقَاعِدُونَ مِنَ الْمُؤْمِنِينَ غَيْرُ أُولِي الضَّرَرِ وَالْمُجَاهِدُونَ فِي سَبِيلِ اللَّهِ بِأَمْوَالِهِمْ وَأَنفُسِهِمْ فَضَّلَ ۚ اللَّهُ الْمُجَاهِدِينَ بِأَمْوَالِهِمْ وَأَنفُسِهِمْ عَلَى الْقَاعِدِينَ دَرَجَةً وَكُلًّا ۚ وَعَدَ اللَّهُ الْحُسْنَىٰ وَفَضَّلَ ۚ اللَّهُ,29.540000000000003,0.0,29.540000000000003,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004095.mp3,4:95,4:95_s2,الْمُجَاهِدِينَ عَلَى الْقَاعِدِينَ أَجْرًا عَظِيمًا,5.279999999999996,29.44,34.72,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004096.mp3,4:96,4:96_s1,دَرَجَاتٍ مِّنْهُ وَمَغْفِرَةً وَرَحْمَةً ۚ وَكَانَ اللَّهُ غَفُورًا رَّحِيمًا,11.728979591836737,0.0,11.728979591836737,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004097.mp3,4:97,4:97_s1,إِنَّ الَّذِينَ تَوَفَّاهُمُ الْمَلَائِكَةُ ظَالِمِي أَنفُسِهِمْ قَالُوا فِيمَ كُنتُمْ قَالُوا ۖ كُنَّا مُسْتَضْعَفِينَ فِي الْأَرْضِ قَالُوا ۚ أَلَمْ تَكُنْ أَرْضُ اللَّهِ وَاسِعَةً فَتُهَاجِرُوا فِيهَا,29.46,0.0,29.46,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004097.mp3,4:97,4:97_s2,فَأُولَٰئِكَ ۚ مَأْوَاهُمْ جَهَنَّمُ وَسَاءَتْ ۖ مَصِيرًا,10.56,29.36,39.92,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004098.mp3,4:98,4:98_s1,إِلَّا الْمُسْتَضْعَفِينَ مِنَ الرِّجَالِ وَالنِّسَاءِ وَالْوِلْدَانِ لَا يَسْتَطِيعُونَ حِيلَةً وَلَا يَهْتَدُونَ سَبِيلًا,17.972244897959182,0.0,17.972244897959182,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004099.mp3,4:99,4:99_s1,فَأُولَٰئِكَ عَسَى اللَّهُ أَن يَعْفُوَ عَنْهُمْ ۚ وَكَانَ اللَّهُ عَفُوًّا غَفُورًا,12.329795918367347,0.0,12.329795918367347,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004100.mp3,4:100,4:100_s1,وَمَن يُهَاجِرْ فِي سَبِيلِ اللَّهِ يَجِدْ فِي الْأَرْضِ مُرَاغَمًا كَثِيرًا وَسَعَةً وَمَن ۚ يَخْرُجْ مِن بَيْتِهِ مُهَاجِرًا إِلَى اللَّهِ وَرَسُولِهِ ثُمَّ يُدْرِكْهُ الْمَوْتُ فَقَدْ وَقَعَ أَجْرُهُ عَلَى اللَّهِ,28.860000000000003,0.0,28.860000000000003,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004100.mp3,4:100,4:100_s2,وَكَانَ ۗ اللَّهُ غَفُورًا رَّحِيمًا,4.819999999999995,28.76,33.58,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004101.mp3,4:101,4:101_s1,وَإِذَا ضَرَبْتُمْ فِي الْأَرْضِ فَلَيْسَ عَلَيْكُمْ جُنَاحٌ أَن تَقْصُرُوا مِنَ الصَّلَاةِ إِنْ خِفْتُمْ أَن يَفْتِنَكُمُ الَّذِينَ كَفَرُوا ۚ إِنَّ الْكَافِرِينَ كَانُوا لَكُمْ عَدُوًّا مُّبِينًا,21.420408163265307,0.0,21.420408163265307,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004102.mp3,4:102,4:102_s1, وَإِذَا  كُنتَ  فِيهِمْ  فَأَقَمْتَ  لَهُمُ  الصَّلَاةَ  فَالتَقُمْ  طَائِفَةٌ  مِّنْهُمْ  مَعَكَ  وَلْيَأْخُذُوا  أَسْلِحَتَهُمْ  فَإِذَا  سَجَدُوا  فَلْيَكُونُوا  مِّنْ  وَرَائِكُمْ  وَلْتَأْتِ  طَائِفَةٌ  أُخْرَىٰ  ولتأتِ,28.98,0.0,28.98,1,0
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004102.mp3,4:102,4:102_s2, طائفةٌ  أُخْرَىٰ  لم  يُصلُوا  فَلْيُصلُوا  مَعَكَ  وَلْيَأْخُذُوا  حِذْرَهُمْ  وَأَسْلِحَتَهُمْ  وَدَّى  الَّذِينَ  كَفَرُوا  لَوْ  تَغْفُلُونَ  عَنْ  أَسْلِحَتِكُمْ  وَأَمْتِعَتِكُمْ  فَيَمِيلُونَ  عَلَيْكُمْ  مَيْلَةً  وَاحِدَةً  ولا  جناح  عليكم  إن  كان  بكم  أذى  من,28.62,28.88,57.5,1,0
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004102.mp3,4:102,4:102_s3, مطر  أو  كنتم  مرضى  أن  تضعوا  أسلحتكم  وخذوا  حذركم  إن  الله  أعد  للكافرين  عذابا  مهينا,19.840000000000003,57.4,77.24000000000001,1,0
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004103.mp3,4:103,4:103_s1,فَإِذَا قَضَيْتُمُ الصَّلَاةَ فَاذْكُرُوا اللَّهَ قِيَامًا وَقُعُودًا وَعَلَىٰ جُنُوبِكُمْ ۚ فَإِذَا اطْمَأْنَنتُمْ فَأَقِيمُوا الصَّلَاةَ ۚ إِنَّ الصَّلَاةَ كَانَتْ عَلَى الْمُؤْمِنِينَ كِتَابًا مَّوْقُوتًا,27.61142857142857,0.0,27.61142857142857,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004104.mp3,4:104,4:104_s1,وَلَا تَهِنُوا فِي ابْتِغَاءِ الْقَوْمِ ۖ إِن تَكُونُوا تَأْلَمُونَ فَإِنَّهُمْ يَأْلَمُونَ كَمَا تَأْلَمُونَ ۖ وَتَرْجُونَ مِنَ اللَّهِ مَا لَا يَرْجُونَ ۗ وَكَانَ اللَّهُ عَلِيمًا حَكِيمًا,24.99918367346939,0.0,24.99918367346939,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004105.mp3,4:105,4:105_s1,إِنَّا أَنزَلْنَا إِلَيْكَ الْكِتَابَ بِالْحَقِّ لِتَحْكُمَ بَيْنَ النَّاسِ بِمَا أَرَاكَ اللَّهُ ۚ وَلَا تَكُن لِّلْخَائِنِينَ خَصِيمًا,19.095510204081634,0.0,19.095510204081634,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004106.mp3,4:106,4:106_s1,وَاسْتَغْفِرِ اللَّهَ ۖ إِنَّ اللَّهَ كَانَ غَفُورًا رَّحِيمًا,10.24,0.0,10.24,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004107.mp3,4:107,4:107_s1,وَلَا تُجَادِلْ عَنِ الَّذِينَ يَخْتَانُونَ أَنفُسَهُمْ ۚ إِنَّ اللَّهَ لَا يُحِبُّ مَن كَانَ خَوَّانًا أَثِيمًا,15.07265306122449,0.0,15.07265306122449,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004108.mp3,4:108,4:108_s1,يَسْتَخْفُونَ مِنَ النَّاسِ وَلَا يَسْتَخْفُونَ مِنَ اللَّهِ وَهُوَ مَعَهُمْ إِذْ يُبَيِّتُونَ مَا لَا يَرْضَىٰ مِنَ الْقَوْلِ ۚ وَكَانَ اللَّهُ بِمَا يَعْمَلُونَ مُحِيطًا,17.6065306122449,0.0,17.6065306122449,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004109.mp3,4:109,4:109_s1,هَا أَنتُمْ هَٰؤُلَاءِ جَادَلْتُمْ عَنْهُمْ فِي الْحَيَاةِ الدُّنْيَا فَمَن يُجَادِلُ اللَّهَ عَنْهُمْ يَوْمَ الْقِيَامَةِ أَم مَّن يَكُونُ عَلَيْهِمْ وَكِيلًا,23.588571428571427,0.0,23.588571428571427,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004110.mp3,4:110,4:110_s1,وَمَن يَعْمَلْ سُوءًا أَوْ يَظْلِمْ نَفْسَهُ ثُمَّ يَسْتَغْفِرِ اللَّهَ يَجِدِ اللَّهَ غَفُورًا رَّحِيمًا,14.863673469387756,0.0,14.863673469387756,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004111.mp3,4:111,4:111_s1,وَمَن يَكْسِبْ إِثْمًا فَإِنَّمَا يَكْسِبُهُ عَلَىٰ نَفْسِهِ ۚ وَكَانَ اللَّهُ عَلِيمًا حَكِيمًا,13.897142857142857,0.0,13.897142857142857,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004112.mp3,4:112,4:112_s1,وَمَن يَكْسِبْ خَطِيئَةً أَوْ إِثْمًا ثُمَّ يَرْمِ بِهِ بَرِيئًا فَقَدِ احْتَمَلَ بُهْتَانًا وَإِثْمًا مُّبِينًا,23.82367346938776,0.0,23.82367346938776,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004113.mp3,4:113,4:113_s1,وَلَوْلَا فَضْلُ اللَّهِ عَلَيْكَ وَرَحْمَتُهُ لَهَمَّت طَّائِفَةٌ مِّنْهُمْ أَن يُضِلُّوكَ وَمَا يُضِلُّونَ إِلَّا أَنفُسَهُمْ وَمَا ۖ يَضُرُّونَكَ,29.66,0.0,29.66,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004113.mp3,4:113,4:113_s2,مِن شَيْءٍ وَأَنزَلَ ۚ اللَّهُ عَلَيْكَ الْكِتَابَ وَالْحِكْمَةَ وَعَلَّمَكَ مَا لَمْ تَكُن تَعْلَمُ وَكَانَ ۚ فَضْلُ اللَّهِ عَلَيْكَ عَظِيمًا,17.98,29.56,47.54,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004114.mp3,4:114,4:114_s1,۞ لَّا خَيْرَ فِي كَثِيرٍ مِّن نَّجْوَاهُمْ إِلَّا مَنْ أَمَرَ بِصَدَقَةٍ أَوْ مَعْرُوفٍ أَوْ إِصْلَاحٍ بَيْنَ النَّاسِ ۚ وَمَن يَفْعَلْ ذَٰلِكَ ابْتِغَاءَ مَرْضَاتِ اللَّهِ فَسَوْفَ نُؤْتِيهِ أَجْرًا عَظِيمًا,26.200816326530614,0.0,26.200816326530614,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004115.mp3,4:115,4:115_s1,وَمَن يُشَاقِقِ الرَّسُولَ مِن بَعْدِ مَا تَبَيَّنَ لَهُ الْهُدَىٰ وَيَتَّبِعْ غَيْرَ سَبِيلِ الْمُؤْمِنِينَ نُوَلِّهِ مَا تَوَلَّىٰ وَنُصْلِهِ جَهَنَّمَ ۖ وَسَاءَتْ مَصِيرًا,25.704489795918366,0.0,25.704489795918366,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004116.mp3,4:116,4:116_s1,إِنَّ اللَّهَ لَا يَغْفِرُ أَن يُشْرَكَ بِهِ وَيَغْفِرُ مَا دُونَ ذَٰلِكَ لِمَن يَشَاءُ ۚ وَمَن يُشْرِكْ بِاللَّهِ فَقَدْ ضَلَّ ضَلَالًا بَعِيدًا,21.47265306122449,0.0,21.47265306122449,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004117.mp3,4:117,4:117_s1,إِن يَدْعُونَ مِن دُونِهِ إِلَّا إِنَاثًا وَإِن يَدْعُونَ إِلَّا شَيْطَانًا مَّرِيدًا,12.904489795918368,0.0,12.904489795918368,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004118.mp3,4:118,4:118_s1,لَّعَنَهُ اللَّهُ ۘ وَقَالَ لَأَتَّخِذَنَّ مِنْ عِبَادِكَ نَصِيبًا مَّفْرُوضًا,12.408163265306122,0.0,12.408163265306122,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004119.mp3,4:119,4:119_s1,وَلَأُضِلَّنَّهُمْ وَلَأُمَنِّيَنَّهُمْ وَلَآمُرَنَّهُمْ فَلَيُبَتِّكُنَّ آذَانَ الْأَنْعَامِ وَلَآمُرَنَّهُمْ فَلَيُغَيِّرُنَّ خَلْقَ اللَّهِ,29.44,0.0,29.44,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004119.mp3,4:119,4:119_s2,وَمَن ۚ يَتَّخِذِ الشَّيْطَانَ وَلِيًّا مِّن دُونِ اللَّهِ فَقَدْ خَسِرَ خُسْرَانًا مُّبِينًا,11.22,29.34,40.56,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004120.mp3,4:120,4:120_s1,يَعِدُهُمْ وَيُمَنِّيهِمْ ۖ وَمَا يَعِدُهُمُ الشَّيْطَانُ إِلَّا غُرُورًا,8.80326530612245,0.0,8.80326530612245,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004121.mp3,4:121,4:121_s1,أُولَٰئِكَ مَأْوَاهُمْ جَهَنَّمُ وَلَا يَجِدُونَ عَنْهَا مَحِيصًا,10.396734693877551,0.0,10.396734693877551,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004122.mp3,4:122,4:122_s1,وَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ سَنُدْخِلُهُمْ جَنَّاتٍ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ خَالِدِينَ فِيهَا أَبَدًا وَعْدَ ۖ اللَّهِ حَقًّا وَمَنْ ۚ أَصْدَقُ مِنَ,29.26,0.0,29.26,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004122.mp3,4:122,4:122_s2,اللَّهِ قِيلًا,2.0400000000000014,29.16,31.200000000000003,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004123.mp3,4:123,4:123_s1,لَّيْسَ بِأَمَانِيِّكُمْ وَلَا أَمَانِيِّ أَهْلِ الْكِتَابِ ۗ مَن يَعْمَلْ سُوءًا يُجْزَ بِهِ وَلَا يَجِدْ لَهُ مِن دُونِ اللَّهِ وَلِيًّا وَلَا نَصِيرًا,21.1330612244898,0.0,21.1330612244898,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004124.mp3,4:124,4:124_s1,وَمَن يَعْمَلْ مِنَ الصَّالِحَاتِ مِن ذَكَرٍ أَوْ أُنثَىٰ وَهُوَ مُؤْمِنٌ فَأُولَٰئِكَ يَدْخُلُونَ الْجَنَّةَ وَلَا يُظْلَمُونَ نَقِيرًا,23.797551020408164,0.0,23.797551020408164,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004125.mp3,4:125,4:125_s1,وَمَنْ أَحْسَنُ دِينًا مِّمَّنْ أَسْلَمَ وَجْهَهُ لِلَّهِ وَهُوَ مُحْسِنٌ وَاتَّبَعَ مِلَّةَ إِبْرَاهِيمَ حَنِيفًا ۗ وَاتَّخَذَ اللَّهُ إِبْرَاهِيمَ خَلِيلًا,20.114285714285717,0.0,20.114285714285717,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004126.mp3,4:126,4:126_s1,وَلِلَّهِ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ ۚ وَكَانَ اللَّهُ بِكُلِّ شَيْءٍ مُّحِيطًا,10.031020408163265,0.0,10.031020408163265,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004127.mp3,4:127,4:127_s1, وَيَسْتَفْتُونَكَ  فِي  النِّسَاءِ  قُلِ  اللَّهُ  يُفْتِيكُمْ  فِيهِنَّ  وَمَا  يُتْلَىٰ  عَلَيْكُمْ  فِي  الْكِتَابِ  فِي  يَتَامَى  النِّسَاءِ  اللَّاتِي  لَا  تُؤْتُونَهُنَّ  مَا  كُتِبَ  لَهُنَّ  وَتَرْغَبُونَ  وترغبون  أن,27.92,0.0,27.92,1,0
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004127.mp3,4:127,4:127_s2, تنكحوهن  والمستضعفين  من  الولدان  وأن  تقوموا  لليتاما  بالقسط  وما  تفعلوا  من  خير  فإن  الله  كان  به  عليما,19.86,27.82,47.68,1,0
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004128.mp3,4:128,4:128_s1, وَإِنْ  امْرَأَةٌ  خَافَتْ  مِن  بَعْلِهَا  نُشُوزًا  أَوْ  إِعْرَاضًا  فَلَا  جُنَاحَ  عَلَيْهِمَا  أَن  يُصْلِحَا  بَيْنَهُمَا  صُلْحًا  وَالصُلْحُ  خَيْرٌ  وَأُحْضِرَتِ  الْأَنفُسُ  الشُّحَّ  وَإِن  تُحْسِنُوا  وَتَتَّقُوا  فَإِنَّ  اللَّهَ  كَانَ  بِمَا  تَعْمَلُونَ,29.14,0.0,29.14,1,0
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004128.mp3,4:128,4:128_s2, خَبِيرًا  ترجمة  نانسي  قنقر,2.2999999999999994,29.04,31.34,1,0
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004129.mp3,4:129,4:129_s1,وَلَن تَسْتَطِيعُوا أَن تَعْدِلُوا بَيْنَ النِّسَاءِ وَلَوْ حَرَصْتُمْ ۖ فَلَا تَمِيلُوا كُلَّ الْمَيْلِ فَتَذَرُوهَا كَالْمُعَلَّقَةِ ۚ وَإِن تُصْلِحُوا وَتَتَّقُوا فَإِنَّ اللَّهَ كَانَ غَفُورًا رَّحِيمًا,26.46204081632653,0.0,26.46204081632653,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004130.mp3,4:130,4:130_s1,وَإِن يَتَفَرَّقَا يُغْنِ اللَّهُ كُلًّا مِّن سَعَتِهِ ۚ وَكَانَ اللَّهُ وَاسِعًا حَكِيمًا,13.244081632653062,0.0,13.244081632653062,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004131.mp3,4:131,4:131_s1,وَلِلَّهِ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ وَلَقَدْ ۗ وَصَّيْنَا الَّذِينَ أُوتُوا الْكِتَابَ مِن قَبْلِكُمْ وَإِيَّاكُمْ أَنِ اتَّقُوا اللَّهَ وَإِن ۚ تَكْفُرُوا فَإِنَّ لِلَّهِ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ وَكَانَ ۚ اللَّهُ غَنِيًّا,29.12,0.0,29.12,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004131.mp3,4:131,4:131_s2,حَمِيدًا,1.6199999999999997,29.02,30.64,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004132.mp3,4:132,4:132_s1,وَلِلَّهِ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ ۚ وَكَفَىٰ بِاللَّهِ وَكِيلًا,9.195102040816328,0.0,9.195102040816328,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004133.mp3,4:133,4:133_s1,إِن يَشَأْ يُذْهِبْكُمْ أَيُّهَا النَّاسُ وَيَأْتِ بِآخَرِينَ ۚ وَكَانَ اللَّهُ عَلَىٰ ذَٰلِكَ قَدِيرًا,14.78530612244898,0.0,14.78530612244898,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004134.mp3,4:134,4:134_s1,مَّن كَانَ يُرِيدُ ثَوَابَ الدُّنْيَا فَعِندَ اللَّهِ ثَوَابُ الدُّنْيَا وَالْآخِرَةِ ۚ وَكَانَ اللَّهُ سَمِيعًا بَصِيرًا,16.535510204081632,0.0,16.535510204081632,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004135.mp3,4:135,4:135_s1,يَا أَيُّهَا الَّذِينَ آمَنُوا كُونُوا قَوَّامِينَ بِالْقِسْطِ شُهَدَاءَ لِلَّهِ وَلَوْ عَلَىٰ أَنفُسِكُمْ أَوِ الْوَالِدَيْنِ وَالْأَقْرَبِينَ إِن ۚ يَكُنْ غَنِيًّا أَوْ فَقِيرًا فَاللَّهُ أَوْلَىٰ بِهِمَا فَلَا ۖ تَتَّبِعُوا,29.560000000000002,0.0,29.560000000000002,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004135.mp3,4:135,4:135_s2,الْهَوَىٰ أَن تَعْدِلُوا وَإِن ۚ تَلْوُوا أَوْ تُعْرِضُوا فَإِنَّ اللَّهَ كَانَ بِمَا تَعْمَلُونَ خَبِيرًا,13.160000000000002,29.46,42.620000000000005,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004136.mp3,4:136,4:136_s1,يَا أَيُّهَا الَّذِينَ آمَنُوا آمِنُوا بِاللَّهِ وَرَسُولِهِ وَالْكِتَابِ الَّذِي نَزَّلَ عَلَىٰ رَسُولِهِ وَالْكِتَابِ الَّذِي أَنزَلَ مِن قَبْلُ وَمَن ۚ يَكْفُرْ بِاللَّهِ وَمَلَائِكَتِهِ وَكُتُبِهِ وَرُسُلِهِ وَالْيَوْمِ الْآخِرِ,29.6,0.0,29.6,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004136.mp3,4:136,4:136_s2,فَقَدْ ضَلَّ ضَلَالًا بَعِيدًا,4.200000000000001,29.5,33.7,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004137.mp3,4:137,4:137_s1,إِنَّ الَّذِينَ آمَنُوا ثُمَّ كَفَرُوا ثُمَّ آمَنُوا ثُمَّ كَفَرُوا ثُمَّ ازْدَادُوا كُفْرًا لَّمْ يَكُنِ اللَّهُ لِيَغْفِرَ لَهُمْ وَلَا لِيَهْدِيَهُمْ سَبِيلًا,23.719183673469388,0.0,23.719183673469388,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004138.mp3,4:138,4:138_s1,بَشِّرِ الْمُنَافِقِينَ بِأَنَّ لَهُمْ عَذَابًا أَلِيمًا,7.444897959183673,0.0,7.444897959183673,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004139.mp3,4:139,4:139_s1,الَّذِينَ يَتَّخِذُونَ الْكَافِرِينَ أَوْلِيَاءَ مِن دُونِ الْمُؤْمِنِينَ ۚ أَيَبْتَغُونَ عِندَهُمُ الْعِزَّةَ فَإِنَّ الْعِزَّةَ لِلَّهِ جَمِيعًا,20.95020408163265,0.0,20.95020408163265,0,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004140.mp3,4:140,4:140_s1,وَقَدْ نَزَّلَ عَلَيْكُمْ فِي الْكِتَابِ أَنْ إِذَا سَمِعْتُمْ آيَاتِ اللَّهِ يُكْفَرُ بِهَا وَيُسْتَهْزَأُ بِهَا فَلَا تَقْعُدُوا مَعَهُمْ حَتَّىٰ يَخُوضُوا فِي حَدِيثٍ غَيْرِهِ إِنَّكُمْ ۚ إِذًا مِّثْلُهُمْ إِنَّ ۗ اللَّهَ جَامِعُ,29.700000000000003,0.0,29.700000000000003,1,1
/kaggle/input/quran-ayat-speech-to-text/Quran_Ayat_public/audio_data/Yaser_Salamah_128kbps/004140.mp3,4:140,4:140_s2,الْمُنَافِقِينَ وَالْكَافِرِينَ فِي جَهَنَّمَ جَمِيعًا,7.700000000000001,29.6,37.300000000000004,1,1
